review_id,place,stars,gt,year,era,trip_date,trip_type,written_date,llm_sentiment,llm_score,llm_emotion,llm_safety,llm_pricing,llm_service,llm_cleanliness,llm_atmosphere,llm_problems,llm_price_perception,llm_recommendation,llm_revisit,llm_keywords
89,medina,4.0,Positive,2025,Post-COVID,May 2025,Couples,"Written May 3, 2025",Neutral,4,Neutral,Neutral,Not_mentioned,Not_mentioned,Not_mentioned,Positive,"[""Navigation_difficulty"", ""Overcrowding""]",Not_mentioned,Yes,Not_mentioned,"[""vibrant"", ""fascinating"", ""chaotic charm"", ""narrow alleys"", ""scooters""]"
90,medina,5.0,Positive,2025,Post-COVID,Mar 2025,Couples,"Written April 27, 2025",Neutral,3,Neutral,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Neutral,[],Not_mentioned,Not_mentioned,Not_mentioned,"[""Medina"", ""Unesco"", ""attractions"", ""Bahia Palace"", ""Majorelle Gardens""]"
91,medina,3.0,Neutral,2025,Post-COVID,,,"Written April 27, 2025",Negative,2,Frustration,Negative,Not_mentioned,Not_mentioned,Not_mentioned,Positive,"[""Safety"", ""Overcrowding""]",Not_mentioned,Not_mentioned,Not_mentioned,"[""fabulous"", ""gorgeous"", ""dangerous"", ""mopeds"", ""speeding""]"
92,medina,4.0,Positive,2025,Post-COVID,Apr 2025,Couples,"Written April 26, 2025",Positive,5,Joy,Positive,Not_mentioned,Not_mentioned,Not_mentioned,Positive,[],Not_mentioned,Yes,Not_mentioned,"[""exhilarating"", ""vibrant"", ""safe"", ""fun"", ""unforgettable""]"
93,medina,5.0,Positive,2025,Post-COVID,Apr 2025,Friends,"Written April 26, 2025",Positive,4,Trust,Neutral,Not_mentioned,Positive,Not_mentioned,Positive,"[""Navigation_difficulty""]",Not_mentioned,Yes,Not_mentioned,"[""mass of humanity"", ""narrow streets"", ""amazing souks"", ""friendly"", ""not to miss""]"
94,medina,4.0,Positive,2025,Post-COVID,Apr 2025,,"Written April 18, 2025",Negative,2,Frustration,Negative,Not_mentioned,Not_mentioned,Not_mentioned,Negative,"[""Overcrowding"", ""Safety""]",Not_mentioned,No,Not_mentioned,"[""small streets"", ""motorcycles"", ""crazy"", ""less enjoyable""]"
95,medina,1.0,Negative,2025,Post-COVID,Apr 2025,,"Written April 16, 2025",Negative,1,Anger,Negative,Not_mentioned,Not_mentioned,Not_mentioned,Negative,"[""Overcrowding"", ""Safety""]",Not_mentioned,No,Not_mentioned,"[""ruined"", ""2 wheels"", ""impossible to stroll"", ""on guard"", ""ban""]"
96,medina,5.0,Positive,2025,Post-COVID,Apr 2025,,"Written April 13, 2025",Positive,4,Joy,Positive,Neutral,Positive,Not_mentioned,Positive,[],Not_mentioned,Yes,Not_mentioned,"[""walking tour"", ""great guide"", ""felt safe"", ""comfortable"", ""souks""]"
97,medina,5.0,Positive,2025,Post-COVID,,,"Written April 11, 2025",Positive,4,Trust,Positive,Neutral,Not_mentioned,Not_mentioned,Positive,[],Not_mentioned,Yes,Not_mentioned,"[""must see"", ""enormous"", ""safe"", ""haggling"", ""entertainers""]"
98,medina,4.0,Positive,2025,Post-COVID,Apr 2025,Couples,"Written April 8, 2025",Positive,4,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,[],Not_mentioned,Yes,Not_mentioned,"[""Medina"", ""Jemma el Fna"", ""Souks"", ""absolutely""]"
99,medina,4.0,Positive,2025,Post-COVID,Jul 2024,Couples,"Written April 8, 2025",Positive,5,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,[],Not_mentioned,Yes,Not_mentioned,"[""masterpiece"", ""charming"", ""magical"", ""must be visited"", ""shopping""]"
100,medina,1.0,Negative,2025,Post-COVID,,,"Written April 2, 2025",Negative,1,Anger,Negative,Negative,Not_mentioned,Not_mentioned,Negative,"[""Overcrowding"", ""Safety"", ""Other""]",Expensive,No,Not_mentioned,"[""crowds"", ""scooter chaos"", ""animal abuse"", ""big chaos"", ""don't pay""]"
101,medina,1.0,Negative,2025,Post-COVID,Mar 2025,Friends,"Written March 31, 2025",Negative,1,Anger,Negative,Not_mentioned,Not_mentioned,Negative,Negative,"[""Overcrowding"", ""Safety"", ""Bad_smell""]",Not_mentioned,No,Not_mentioned,"[""disappointment"", ""terrible experience"", ""mobs"", ""motorcycles"", ""fumes""]"
102,medina,3.0,Neutral,2025,Post-COVID,Feb 2025,Couples,"Written March 27, 2025",Negative,2,Disappointment,Not_mentioned,Not_mentioned,Negative,Not_mentioned,Negative,"[""Aggressive_vendors"", ""Scam""]",Not_mentioned,No,No,"[""fairytale"", ""inhabitants"", ""tourists"", ""not return"", ""mentality""]"
103,medina,1.0,Negative,2025,Post-COVID,Mar 2025,Friends,"Written March 27, 2025",Negative,1,Disgust,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Negative,"[""Other""]",Not_mentioned,No,Not_mentioned,"[""horrified"", ""animal treatment"", ""monkeys"", ""snakes"", ""upsetting""]"
104,medina,5.0,Positive,2025,Post-COVID,Mar 2025,Couples,"Written March 24, 2025",Positive,5,Joy,Not_mentioned,Not_mentioned,Positive,Not_mentioned,Positive,[],Not_mentioned,Yes,Not_mentioned,"[""pleasure"", ""guide"", ""cultural sites"", ""alive""]"
105,medina,2.0,Negative,2025,Post-COVID,,,"Written March 24, 2025",Negative,2,Frustration,Negative,Not_mentioned,Not_mentioned,Negative,Negative,"[""Overcrowding"", ""Safety"", ""Bad_smell""]",Not_mentioned,No,Not_mentioned,"[""hellish"", ""scooters"", ""speed"", ""noise"", ""pollution""]"
106,medina,5.0,Positive,2025,Post-COVID,Feb 2025,,"Written March 19, 2025",Positive,4,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,[],Not_mentioned,Yes,Not_mentioned,"[""interesting"", ""colorful"", ""friendly"", ""culture""]"
107,medina,2.0,Negative,2025,Post-COVID,Mar 2025,Couples,"Written March 16, 2025",Negative,2,Frustration,Negative,Not_mentioned,Not_mentioned,Negative,Negative,"[""Safety"", ""Bad_smell"", ""Overcrowding""]",Not_mentioned,No,No,"[""scooters"", ""dangerous"", ""polluting"", ""diesel smell""]"
108,medina,1.0,Negative,2025,Post-COVID,Mar 2025,Friends,"Written March 16, 2025",Negative,1,Disgust,Not_mentioned,Not_mentioned,Not_mentioned,Negative,Negative,"[""Animal_mistreatment"", ""Poor_condition"", ""Bad_smell""]",Not_mentioned,No,No,"[""terrifying"", ""animal abuse"", ""snakes"", ""monkeys"", ""carcasses""]"
109,medina,2.0,Negative,2025,Post-COVID,Mar 2025,Couples,"Written March 15, 2025",Negative,1,Sadness,Not_mentioned,Not_mentioned,Not_mentioned,Negative,Negative,"[""Animal_mistreatment"", ""Poor_cleanliness"", ""Bad_smell""]",Not_mentioned,No,Not_mentioned,"[""animal abuse"", ""chained monkeys"", ""donkeys"", ""faeces"", ""stench""]"
110,medina,1.0,Negative,2025,Post-COVID,Mar 2025,Couples,"Written March 14, 2025",Negative,1,Sadness,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Negative,"[""Animal_mistreatment"", ""Poor_condition""]",Not_mentioned,No,Not_mentioned,"[""animal abuse"", ""chained monkeys"", ""snakes"", ""heartbreaking"", ""disturbing""]"
111,medina,2.0,Negative,2025,Post-COVID,Mar 2025,Couples,"Written March 12, 2025",Negative,2,Frustration,Not_mentioned,Not_mentioned,Negative,Not_mentioned,Negative,"[""Aggressive_vendors"", ""Animal_mistreatment""]",Not_mentioned,No,Not_mentioned,"[""harassment"", ""animal abuse"", ""aggressive"", ""cruelty"", ""markets""]"
112,medina,5.0,Positive,2025,Post-COVID,,,"Written March 9, 2025",Positive,4,Joy,Not_mentioned,Neutral,Not_mentioned,Not_mentioned,Positive,[],Not_mentioned,Yes,Not_mentioned,"[""charismatic"", ""unique"", ""shopping"", ""negotiate"", ""beautiful""]"
113,medina,5.0,Positive,2025,Post-COVID,Mar 2025,,"Written March 8, 2025",Positive,4,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,[],Not_mentioned,Not_mentioned,Not_mentioned,"[""interesting walk"", ""waterfall"", ""lunch"", ""Argan oil""]"
114,medina,2.0,Negative,2025,Post-COVID,Feb 2025,Couples,"Written February 24, 2025",Negative,2,Frustration,Not_mentioned,Not_mentioned,Not_mentioned,Negative,Negative,"[""Overcrowding"", ""Bad_smell"", ""Other""]",Not_mentioned,No,Not_mentioned,"[""motorbikes"", ""exhaust fumes"", ""loud"", ""stinky"", ""disappointing""]"
115,medina,5.0,Positive,2025,Post-COVID,Feb 2025,Couples,"Written February 19, 2025",Positive,5,Joy,Not_mentioned,Neutral,Positive,Not_mentioned,Positive,[],Not_mentioned,Yes,Not_mentioned,"[""best experience"", ""maze of alleys"", ""shops"", ""flavors"", ""colors""]"
116,medina,2.0,Negative,2025,Post-COVID,,,"Written February 18, 2025",Negative,2,Frustration,Negative,Not_mentioned,Negative,Negative,Negative,"[""Overcrowding"", ""Safety"", ""Bad_smell""]",Not_mentioned,Not_mentioned,No,"[""two-stroke engines"", ""harassed"", ""noise"", ""crowded"", ""fine dust""]"
117,medina,3.0,Neutral,2025,Post-COVID,,,"Written February 14, 2025",Neutral,3,Frustration,Not_mentioned,Not_mentioned,Neutral,Not_mentioned,Neutral,"[""Aggressive_vendors"", ""Animal_mistreatment""]",Not_mentioned,Yes,Not_mentioned,"[""hustle and bustle"", ""vendors"", ""animal abuse"", ""disgraceful""]"
118,medina,3.0,Neutral,2025,Post-COVID,Nov 2024,Solo,"Written February 6, 2025",Neutral,3,Neutral,Not_mentioned,Not_mentioned,Not_mentioned,Negative,Neutral,"[""Navigation_difficulty"", ""Poor_cleanliness"", ""Overcrowding""]",Not_mentioned,Not_mentioned,Not_mentioned,"[""chaotic"", ""labyrinthine"", ""dirt"", ""crowding"", ""bazaar""]"
119,medina,5.0,Positive,2025,Post-COVID,,,"Written January 28, 2025",Positive,5,Joy,Neutral,Neutral,Positive,Not_mentioned,Positive,"[""Safety""]",Not_mentioned,Yes,Not_mentioned,"[""excellent walk"", ""maze"", ""shops"", ""kindness"", ""negotiate""]"
120,medina,2.0,Negative,2025,Post-COVID,Jan 2025,Couples,"Written January 24, 2025",Negative,1,Disgust,Not_mentioned,Not_mentioned,Negative,Negative,Negative,"[""Aggressive_vendors"", ""Poor_cleanliness""]",Not_mentioned,No,No,"[""harassment"", ""dirty"", ""hygiene"", ""restaurants"", ""traders""]"
121,medina,2.0,Negative,2025,Post-COVID,Jan 2025,Friends,"Written January 24, 2025",Negative,1,Frustration,Not_mentioned,Negative,Negative,Not_mentioned,Negative,"[""Scam"", ""High_prices"", ""Other""]",Expensive,No,No,"[""scamming"", ""overpriced"", ""bad food"", ""not expected""]"
122,medina,1.0,Negative,2025,Post-COVID,Jan 2025,Couples,"Written January 22, 2025",Negative,1,Anger,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Negative,"[""Other""]",Not_mentioned,No,No,"[""animal abuse"", ""lowest star"", ""avoid"", ""distress""]"
123,medina,3.0,Neutral,2025,Post-COVID,Jan 2025,,"Written January 20, 2025",Neutral,3,Neutral,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,[],Not_mentioned,Not_mentioned,Not_mentioned,"[""family trip"", ""Marrakech"", ""Atlas mountains"", ""tourist trap""]"
124,medina,1.0,Negative,2025,Post-COVID,Jan 2025,Friends,"Written January 14, 2025",Negative,2,Frustration,Not_mentioned,Not_mentioned,Not_mentioned,Negative,Negative,"[""Other"", ""Bad_smell""]",Not_mentioned,Not_mentioned,Not_mentioned,"[""polluted"", ""mopeds"", ""souk"", ""ban""]"
125,medina,3.0,Neutral,2025,Post-COVID,Dec 2024,Couples,"Written January 14, 2025",Negative,2,Frustration,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Negative,"[""Overcrowding"", ""Other""]",Not_mentioned,Neutral,No,"[""chaotic"", ""repetitive"", ""mopeds"", ""time wasted""]"
126,medina,5.0,Positive,2025,Post-COVID,,,"Written January 12, 2025",Positive,4,Joy,Not_mentioned,Neutral,Not_mentioned,Not_mentioned,Positive,[],Fair,Yes,Not_mentioned,"[""fascinating"", ""chaos"", ""cultural"", ""interesting"", ""like it""]"
127,medina,1.0,Negative,2025,Post-COVID,Dec 2024,Couples,"Written January 12, 2025",Negative,1,Frustration,Negative,Not_mentioned,Not_mentioned,Negative,Negative,"[""Poor_cleanliness"", ""Overcrowding"", ""Other"", ""Bad_smell""]",Not_mentioned,No,No,"[""dirty"", ""crowded"", ""motorbikes"", ""pollution"", ""noise""]"
128,medina,4.0,Positive,2025,Post-COVID,Dec 2024,Couples,"Written January 10, 2025",Positive,4,Surprise,Neutral,Not_mentioned,Not_mentioned,Not_mentioned,Positive,"[""Navigation_difficulty"", ""Overcrowding"", ""Other""]",Not_mentioned,Yes,Not_mentioned,"[""crazy"", ""excitement"", ""hustle and bustle"", ""crowds"", ""must visit""]"
129,medina,4.0,Positive,2025,Post-COVID,,,"Written January 8, 2025",Negative,2,Disgust,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Negative,"[""Other""]",Not_mentioned,No,Not_mentioned,"[""interesting"", ""animal abuse"", ""martyr"", ""caged""]"
130,medina,2.0,Negative,2025,Post-COVID,Dec 2024,Friends,"Written January 7, 2025",Negative,1,Frustration,Negative,Not_mentioned,Not_mentioned,Negative,Negative,"[""Other"", ""Bad_smell"", ""Safety""]",Not_mentioned,No,No,"[""disappointed"", ""motorcycles"", ""dangerous"", ""safety"", ""bad smell""]"
131,medina,3.0,Neutral,2025,Post-COVID,Jan 2025,Solo,"Written January 6, 2025",Negative,2,Disappointment,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Negative,"[""Other""]",Not_mentioned,Not_mentioned,Not_mentioned,"[""medina"", ""square"", ""mess"", ""disappointment"", ""not expected""]"
132,medina,5.0,Positive,2025,Post-COVID,,,"Written January 5, 2025",Positive,5,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,[],Not_mentioned,Yes,Yes,"[""colors"", ""scents"", ""sounds"", ""maze"", ""surprise""]"
133,medina,1.0,Negative,2024,Post-COVID,Dec 2024,Friends,"Written December 31, 2024",Negative,1,Anger,Negative,Not_mentioned,Negative,Not_mentioned,Negative,"[""Aggressive_vendors"", ""Other"", ""Scam""]",Not_mentioned,No,No,"[""not good"", ""harassing"", ""aggressive"", ""animal cruelty"", ""avoid""]"
134,medina,5.0,Positive,2024,Post-COVID,,,"Written December 30, 2024",Positive,5,Joy,Positive,Not_mentioned,Not_mentioned,Not_mentioned,Positive,[],Not_mentioned,Yes,Yes,"[""pleasure"", ""atmosphere"", ""fears forgotten"", ""fell in love"", ""appreciate""]"
135,medina,4.0,Positive,2024,Post-COVID,Dec 2024,Friends,"Written December 29, 2024",Positive,4,Surprise,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,[],Not_mentioned,Yes,Not_mentioned,"[""hectic"", ""surprising"", ""colorful"", ""unique experience"", ""shops""]"
136,medina,5.0,Positive,2024,Post-COVID,Dec 2024,,"Written December 29, 2024",Positive,5,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,[],Not_mentioned,Yes,Not_mentioned,"[""fantastic city"", ""charming streets"", ""lively square"", ""fun""]"
137,medina,2.0,Negative,2024,Post-COVID,Nov 2024,Business,"Written December 28, 2024",Negative,1,Frustration,Not_mentioned,Not_mentioned,Negative,Negative,Negative,"[""Overcrowding"", ""Bad_smell"", ""Poor_condition""]",Not_mentioned,No,No,"[""impassable"", ""stinking mopeds"", ""overcrowding"", ""poor management""]"
138,medina,1.0,Negative,2024,Post-COVID,Dec 2024,,"Written December 28, 2024",Negative,1,Frustration,Not_mentioned,Negative,Negative,Not_mentioned,Not_mentioned,"[""High_prices"", ""Scam""]",Expensive,No,Not_mentioned,"[""expensive"", ""taxi scam"", ""overpriced"", ""avoid""]"
139,medina,5.0,Positive,2024,Post-COVID,Dec 2024,Couples,"Written December 24, 2024",Positive,5,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,[],Not_mentioned,Yes,Not_mentioned,"[""beautiful"", ""city heart"", ""rich in shops"", ""accessible""]"
140,medina,5.0,Positive,2024,Post-COVID,Dec 2024,Solo,"Written December 24, 2024",Positive,5,Joy,Positive,Positive,Positive,Positive,Positive,[],Cheap,Yes,Not_mentioned,"[""excellent time"", ""hospitality"", ""affordable prices"", ""safe neighborhood"", ""clean""]"
141,medina,3.0,Neutral,2024,Post-COVID,Nov 2024,Solo,"Written December 21, 2024",Negative,2,Frustration,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Negative,"[""Overcrowding"", ""Other""]",Not_mentioned,No,No,"[""least favourite"", ""overcrowding"", ""motorbikes"", ""unpleasant atmosphere""]"
142,medina,4.0,Positive,2024,Post-COVID,Dec 2024,,"Written December 20, 2024",Neutral,3,Surprise,Negative,Neutral,Negative,Not_mentioned,Neutral,"[""Aggressive_vendors"", ""Other""]",Fair,Yes,Not_mentioned,"[""hectic"", ""bargains"", ""barter"", ""pushy sales"", ""experience""]"
143,medina,3.0,Neutral,2024,Post-COVID,Oct 2024,Solo,"Written December 19, 2024",Negative,2,Fear,Negative,Negative,Negative,Not_mentioned,Negative,"[""Scam"", ""Safety"", ""Aggressive_vendors""]",Expensive,No,Not_mentioned,"[""maze"", ""scam"", ""robbers"", ""high prices"", ""bad intentions""]"
144,medina,3.0,Neutral,2024,Post-COVID,,,"Written December 19, 2024",Neutral,3,Sadness,Not_mentioned,Negative,Negative,Not_mentioned,Neutral,"[""Aggressive_vendors"", ""Scam""]",Expensive,No,Not_mentioned,"[""wonders"", ""magic"", ""merchandise"", ""pushy vendors"", ""scam""]"
145,medina,5.0,Positive,2024,Post-COVID,Nov 2024,Couples,"Written December 18, 2024",Positive,5,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,[],Not_mentioned,Yes,Not_mentioned,"[""unforgettable"", ""luxury"", ""jacuzzi"", ""great view"", ""perfect location""]"
146,medina,4.0,Positive,2024,Post-COVID,Dec 2024,,"Written December 17, 2024",Positive,5,Joy,Not_mentioned,Not_mentioned,Positive,Not_mentioned,Positive,[],Not_mentioned,Yes,Not_mentioned,"[""beautiful place"", ""friendly people"", ""delicious food"", ""eateries""]"
147,medina,1.0,Negative,2024,Post-COVID,Jun 2024,Friends,"Written December 15, 2024",Negative,1,Fear,Negative,Negative,Negative,Not_mentioned,Negative,"[""Safety"", ""Scam"", ""Navigation_difficulty""]",Not_mentioned,No,No,"[""unpleasant"", ""stress"", ""safety concerns"", ""getting lost"", ""scam""]"
148,medina,2.0,Negative,2024,Post-COVID,Dec 2024,Couples,"Written December 12, 2024",Negative,2,Anger,Not_mentioned,Negative,Negative,Not_mentioned,Negative,"[""Scam"", ""Navigation_difficulty"", ""Other""]",Not_mentioned,No,Not_mentioned,"[""scam"", ""animal cruelty"", ""navigation difficulty"", ""horrifying""]"
149,medina,2.0,Negative,2024,Post-COVID,Dec 2024,Couples,"Written December 8, 2024",Neutral,3,Neutral,Not_mentioned,Not_mentioned,Negative,Not_mentioned,Neutral,"[""Aggressive_vendors"", ""Other""]",Not_mentioned,Neutral,Not_mentioned,"[""Marmite"", ""sites"", ""pushy vendors"", ""animal cruelty"", ""aggressive""]"
150,medina,5.0,Positive,2024,Post-COVID,,,"Written December 8, 2024",Positive,5,Joy,Not_mentioned,Not_mentioned,Positive,Not_mentioned,Positive,[],Not_mentioned,Yes,Not_mentioned,"[""best tour"", ""amazing architecture"", ""friendly people"", ""hospitality"", ""vibrant""]"
151,medina,1.0,Negative,2024,Post-COVID,,,"Written December 3, 2024",Negative,1,Frustration,Negative,Negative,Negative,Not_mentioned,Negative,"[""Aggressive_vendors"", ""Scam"", ""Safety""]",Expensive,No,No,"[""scam"", ""aggressive"", ""drugs"", ""unpleasant""]"
152,medina,4.0,Positive,2024,Post-COVID,Nov 2024,,"Written December 2, 2024",Neutral,3,Neutral,Negative,Not_mentioned,Not_mentioned,Negative,Neutral,"[""Overcrowding"", ""Bad_smell"", ""Navigation_difficulty""]",Not_mentioned,Yes,Not_mentioned,"[""chaos"", ""scooters"", ""smog"", ""craftsmen"", ""souks""]"
153,medina,4.0,Positive,2024,Post-COVID,Nov 2024,Couples,"Written December 1, 2024",Negative,2,Frustration,Negative,Negative,Negative,Not_mentioned,Neutral,"[""Aggressive_vendors"", ""Scam"", ""Other""]",Not_mentioned,Not_mentioned,Not_mentioned,"[""entertainers"", ""tips"", ""intimidating"", ""change""]"
154,medina,1.0,Negative,2024,Post-COVID,Nov 2024,Couples,"Written November 30, 2024",Negative,1,Disgust,Not_mentioned,Not_mentioned,Negative,Not_mentioned,Negative,"[""Other""]",Not_mentioned,No,Not_mentioned,"[""animal cruelty"", ""cages"", ""monkey"", ""snakes""]"
155,medina,3.0,Neutral,2024,Post-COVID,Apr 2024,Couples,"Written November 28, 2024",Negative,1,Fear,Negative,Not_mentioned,Negative,Not_mentioned,Negative,"[""Safety"", ""Scam""]",Not_mentioned,No,Not_mentioned,"[""thieves"", ""muggers"", ""scam"", ""scary"", ""trap""]"
156,medina,5.0,Positive,2024,Post-COVID,Nov 2024,,"Written November 27, 2024",Positive,4,Joy,Neutral,Not_mentioned,Positive,Negative,Positive,"[""Navigation_difficulty"", ""Bad_smell"", ""Overcrowding""]",Not_mentioned,Yes,Not_mentioned,"[""medina"", ""craftsman"", ""colors"", ""smog"", ""Jamaa El Fna""]"
157,medina,1.0,Negative,2024,Post-COVID,Nov 2024,Friends,"Written November 24, 2024",Negative,2,Frustration,Not_mentioned,Negative,Negative,Not_mentioned,Negative,"[""Overcrowding"", ""High_prices"", ""Scam""]",Expensive,No,Not_mentioned,"[""mass tourism"", ""hospitality"", ""commercialism"", ""spoiled""]"
158,medina,5.0,Positive,2024,Post-COVID,Nov 2024,,"Written November 23, 2024",Positive,5,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,[],Not_mentioned,Yes,Not_mentioned,"[""superb"", ""exceptional"", ""atmosphere"", ""beautiful"", ""medina""]"
