row_id,vader_full,vader_trunc,bert_stars_full,bert_stars_trunc,bert_full,bert_trunc
624,Positive,Positive,4,4,Positive,Positive
625,Negative,Positive,2,4,Negative,Positive
626,Positive,Positive,4,4,Positive,Positive
627,Positive,Positive,5,5,Positive,Positive
628,Positive,Positive,5,5,Positive,Positive
629,Positive,Positive,5,5,Positive,Positive
630,Negative,Negative,5,5,Positive,Positive
631,Positive,Positive,5,5,Positive,Positive
632,Negative,Negative,3,3,Neutral,Neutral
633,Positive,Positive,5,5,Positive,Positive
634,Positive,Positive,5,5,Positive,Positive
635,Positive,Positive,5,5,Positive,Positive
636,Positive,Positive,4,4,Positive,Positive
637,Positive,Positive,5,5,Positive,Positive
638,Positive,Positive,5,5,Positive,Positive
639,Positive,Positive,4,3,Positive,Neutral
640,Negative,Negative,2,2,Negative,Negative
641,Positive,Positive,4,4,Positive,Positive
642,Positive,Positive,5,5,Positive,Positive
643,Negative,Negative,5,5,Positive,Positive
644,Positive,Positive,4,4,Positive,Positive
645,Positive,Positive,4,4,Positive,Positive
646,Positive,Positive,5,5,Positive,Positive
647,Negative,Negative,2,2,Negative,Negative
648,Positive,Positive,5,5,Positive,Positive
649,Positive,Positive,3,3,Neutral,Neutral
650,Positive,Positive,3,3,Neutral,Neutral
651,Positive,Positive,4,4,Positive,Positive
652,Positive,Positive,5,5,Positive,Positive
653,Positive,Positive,5,5,Positive,Positive
654,Positive,Positive,4,4,Positive,Positive
655,Negative,Negative,1,1,Negative,Negative
656,Positive,Positive,5,5,Positive,Positive
657,Positive,Positive,5,5,Positive,Positive
658,Positive,Positive,5,5,Positive,Positive
659,Positive,Positive,5,5,Positive,Positive
660,Positive,Positive,5,5,Positive,Positive
661,Positive,Positive,5,5,Positive,Positive
662,Positive,Positive,5,5,Positive,Positive
663,Positive,Positive,5,5,Positive,Positive
664,Negative,Negative,1,1,Negative,Negative
665,Negative,Negative,2,2,Negative,Negative
666,Positive,Positive,4,4,Positive,Positive
667,Positive,Positive,5,5,Positive,Positive
668,Negative,Positive,1,1,Negative,Negative
669,Positive,Positive,3,3,Neutral,Neutral
670,Positive,Positive,4,4,Positive,Positive
671,Positive,Positive,4,4,Positive,Positive
672,Positive,Positive,5,5,Positive,Positive
673,Positive,Positive,4,4,Positive,Positive
674,Neutral,Positive,2,2,Negative,Negative
675,Positive,Positive,5,5,Positive,Positive
676,Negative,Negative,1,1,Negative,Negative
677,Positive,Positive,4,4,Positive,Positive
678,Positive,Positive,4,4,Positive,Positive
679,Positive,Positive,5,5,Positive,Positive
680,Positive,Positive,5,5,Positive,Positive
681,Positive,Positive,2,2,Negative,Negative
682,Positive,Positive,5,5,Positive,Positive
683,Positive,Positive,5,5,Positive,Positive
684,Positive,Positive,4,4,Positive,Positive
685,Positive,Positive,4,4,Positive,Positive
686,Positive,Positive,3,3,Neutral,Neutral
687,Positive,Positive,5,5,Positive,Positive
688,Positive,Positive,5,5,Positive,Positive
689,Positive,Positive,5,5,Positive,Positive
690,Positive,Positive,5,5,Positive,Positive
691,Positive,Positive,4,4,Positive,Positive
692,Positive,Positive,4,4,Positive,Positive
693,Negative,Negative,4,4,Positive,Positive
694,Positive,Negative,5,5,Positive,Positive
695,Negative,Negative,1,1,Negative,Negative
696,Positive,Positive,5,5,Positive,Positive
697,Positive,Positive,5,5,Positive,Positive
698,Positive,Positive,4,4,Positive,Positive
699,Positive,Positive,5,5,Positive,Positive
700,Positive,Positive,2,2,Negative,Negative
701,Positive,Positive,5,5,Positive,Positive
702,Positive,Positive,4,4,Positive,Positive
703,Positive,Positive,4,4,Positive,Positive
704,Positive,Positive,4,5,Positive,Positive
705,Positive,Positive,5,5,Positive,Positive
706,Positive,Positive,4,4,Positive,Positive
707,Positive,Positive,5,5,Positive,Positive
708,Positive,Positive,2,1,Negative,Negative
709,Positive,Positive,2,2,Negative,Negative
710,Positive,Positive,5,5,Positive,Positive
711,Positive,Positive,4,4,Positive,Positive
712,Positive,Positive,5,5,Positive,Positive
713,Negative,Negative,2,2,Negative,Negative
714,Positive,Positive,5,5,Positive,Positive
715,Positive,Positive,4,4,Positive,Positive
716,Positive,Positive,5,5,Positive,Positive
717,Negative,Negative,4,2,Positive,Negative
718,Positive,Positive,5,5,Positive,Positive
719,Positive,Positive,3,3,Neutral,Neutral
720,Positive,Positive,5,5,Positive,Positive
721,Positive,Positive,5,5,Positive,Positive
722,Negative,Negative,3,3,Neutral,Neutral
723,Positive,Positive,3,3,Neutral,Neutral
724,Positive,Positive,4,4,Positive,Positive
725,Positive,Positive,5,5,Positive,Positive
726,Positive,Positive,5,5,Positive,Positive
727,Negative,Negative,5,5,Positive,Positive
728,Positive,Positive,5,5,Positive,Positive
729,Positive,Positive,4,4,Positive,Positive
730,Positive,Positive,5,1,Positive,Negative
731,Positive,Positive,4,4,Positive,Positive
732,Positive,Positive,5,5,Positive,Positive
733,Positive,Positive,5,5,Positive,Positive
734,Positive,Positive,5,5,Positive,Positive
735,Positive,Positive,2,2,Negative,Negative
736,Positive,Positive,5,5,Positive,Positive
737,Positive,Positive,5,5,Positive,Positive
738,Positive,Positive,1,1,Negative,Negative
739,Positive,Positive,4,4,Positive,Positive
740,Positive,Positive,5,5,Positive,Positive
741,Neutral,Neutral,4,4,Positive,Positive
742,Positive,Negative,4,4,Positive,Positive
743,Positive,Positive,5,5,Positive,Positive
744,Positive,Positive,3,3,Neutral,Neutral
745,Positive,Positive,4,1,Positive,Negative
746,Positive,Positive,5,5,Positive,Positive
747,Positive,Positive,2,2,Negative,Negative
748,Positive,Positive,5,5,Positive,Positive
749,Positive,Positive,2,4,Negative,Positive
750,Positive,Positive,2,4,Negative,Positive
751,Positive,Positive,5,5,Positive,Positive
752,Positive,Positive,5,5,Positive,Positive
753,Negative,Negative,1,1,Negative,Negative
754,Negative,Negative,2,2,Negative,Negative
755,Positive,Positive,5,5,Positive,Positive
756,Positive,Positive,5,5,Positive,Positive
757,Positive,Positive,4,4,Positive,Positive
758,Positive,Positive,4,4,Positive,Positive
759,Positive,Positive,5,5,Positive,Positive
760,Positive,Positive,4,4,Positive,Positive
761,Negative,Negative,1,1,Negative,Negative
762,Positive,Positive,4,4,Positive,Positive
763,Positive,Positive,4,4,Positive,Positive
764,Positive,Positive,4,4,Positive,Positive
765,Positive,Positive,1,1,Negative,Negative
766,Positive,Positive,5,5,Positive,Positive
767,Positive,Positive,4,4,Positive,Positive
768,Positive,Positive,5,5,Positive,Positive
769,Positive,Positive,4,4,Positive,Positive
770,Positive,Positive,3,3,Neutral,Neutral
771,Positive,Positive,4,4,Positive,Positive
772,Positive,Positive,5,5,Positive,Positive
773,Negative,Negative,1,1,Negative,Negative
774,Positive,Positive,4,4,Positive,Positive
775,Positive,Positive,4,4,Positive,Positive
776,Positive,Positive,1,1,Negative,Negative
777,Negative,Negative,3,3,Neutral,Neutral
778,Negative,Negative,4,4,Positive,Positive
779,Positive,Positive,4,4,Positive,Positive
780,Neutral,Neutral,5,5,Positive,Positive
781,Positive,Positive,2,4,Negative,Positive
782,Positive,Positive,5,5,Positive,Positive
783,Positive,Positive,4,4,Positive,Positive
784,Negative,Negative,2,3,Negative,Neutral
785,Positive,Positive,5,4,Positive,Positive
786,Positive,Positive,3,3,Neutral,Neutral
787,Negative,Negative,2,3,Negative,Neutral
788,Positive,Positive,3,4,Neutral,Positive
789,Negative,Negative,4,4,Positive,Positive
790,Negative,Negative,4,4,Positive,Positive
791,Positive,Positive,5,5,Positive,Positive
792,Positive,Positive,4,4,Positive,Positive
793,Positive,Positive,4,4,Positive,Positive
794,Negative,Negative,4,4,Positive,Positive
795,Positive,Positive,4,4,Positive,Positive
796,Negative,Negative,5,5,Positive,Positive
797,Positive,Positive,5,5,Positive,Positive
798,Negative,Negative,3,3,Neutral,Neutral
799,Positive,Positive,5,5,Positive,Positive
800,Positive,Positive,1,1,Negative,Negative
801,Positive,Positive,3,3,Neutral,Neutral
802,Negative,Negative,3,3,Neutral,Neutral
803,Negative,Negative,1,1,Negative,Negative
804,Negative,Negative,4,2,Positive,Negative
805,Negative,Negative,4,4,Positive,Positive
806,Positive,Positive,5,5,Positive,Positive
807,Positive,Positive,2,2,Negative,Negative
808,Negative,Negative,1,1,Negative,Negative
809,Negative,Negative,2,1,Negative,Negative
810,Positive,Positive,5,5,Positive,Positive
811,Negative,Negative,3,3,Neutral,Neutral
812,Positive,Positive,4,4,Positive,Positive
813,Positive,Positive,5,5,Positive,Positive
814,Positive,Positive,5,5,Positive,Positive
815,Negative,Positive,1,1,Negative,Negative
816,Negative,Positive,1,2,Negative,Negative
817,Positive,Positive,1,5,Negative,Positive
818,Negative,Negative,4,4,Positive,Positive
819,Positive,Positive,5,5,Positive,Positive
820,Positive,Positive,4,4,Positive,Positive
821,Negative,Negative,1,1,Negative,Negative
822,Positive,Positive,5,5,Positive,Positive
823,Positive,Positive,2,2,Negative,Negative
824,Positive,Positive,4,4,Positive,Positive
825,Positive,Positive,5,5,Positive,Positive
826,Positive,Positive,5,5,Positive,Positive
827,Negative,Negative,5,5,Positive,Positive
828,Positive,Positive,4,4,Positive,Positive
829,Positive,Positive,5,5,Positive,Positive
830,Negative,Negative,1,1,Negative,Negative
831,Positive,Positive,5,5,Positive,Positive
832,Positive,Positive,2,2,Negative,Negative
833,Positive,Positive,4,4,Positive,Positive
834,Positive,Positive,4,5,Positive,Positive
835,Positive,Positive,4,4,Positive,Positive
836,Negative,Negative,3,3,Neutral,Neutral
837,Positive,Positive,5,5,Positive,Positive
838,Negative,Negative,1,1,Negative,Negative
839,Negative,Negative,2,2,Negative,Negative
840,Negative,Negative,2,2,Negative,Negative
841,Negative,Negative,2,2,Negative,Negative
842,Positive,Positive,4,4,Positive,Positive
843,Positive,Positive,3,3,Neutral,Neutral
844,Negative,Negative,1,1,Negative,Negative
845,Positive,Positive,5,5,Positive,Positive
846,Positive,Positive,5,5,Positive,Positive
847,Positive,Positive,5,5,Positive,Positive
848,Positive,Positive,5,5,Positive,Positive
849,Positive,Positive,4,4,Positive,Positive
850,Negative,Negative,2,2,Negative,Negative
851,Positive,Positive,3,3,Neutral,Neutral
852,Positive,Positive,4,4,Positive,Positive
853,Positive,Positive,4,4,Positive,Positive
854,Positive,Positive,5,5,Positive,Positive
855,Positive,Positive,4,4,Positive,Positive
856,Negative,Negative,2,2,Negative,Negative
857,Positive,Positive,4,4,Positive,Positive
858,Negative,Negative,1,1,Negative,Negative
859,Positive,Positive,4,4,Positive,Positive
860,Positive,Positive,4,4,Positive,Positive
861,Positive,Positive,5,4,Positive,Positive
862,Positive,Positive,5,5,Positive,Positive
863,Positive,Positive,5,5,Positive,Positive
864,Negative,Negative,5,5,Positive,Positive
865,Positive,Positive,5,5,Positive,Positive
866,Neutral,Neutral,5,5,Positive,Positive
867,Positive,Positive,4,4,Positive,Positive
868,Positive,Positive,5,5,Positive,Positive
869,Positive,Positive,1,1,Negative,Negative
870,Positive,Positive,5,5,Positive,Positive
871,Positive,Positive,5,5,Positive,Positive
872,Negative,Positive,2,3,Negative,Neutral
873,Positive,Positive,5,5,Positive,Positive
874,Positive,Positive,4,4,Positive,Positive
875,Positive,Positive,5,5,Positive,Positive
876,Negative,Negative,2,2,Negative,Negative
877,Negative,Negative,5,5,Positive,Positive
878,Negative,Negative,5,5,Positive,Positive
879,Positive,Positive,4,4,Positive,Positive
880,Positive,Positive,1,1,Negative,Negative
881,Positive,Positive,4,4,Positive,Positive
882,Negative,Negative,4,4,Positive,Positive
883,Positive,Positive,4,4,Positive,Positive
884,Positive,Positive,5,5,Positive,Positive
885,Negative,Negative,4,4,Positive,Positive
886,Positive,Positive,4,5,Positive,Positive
887,Negative,Negative,3,3,Neutral,Neutral
888,Negative,Negative,5,5,Positive,Positive
889,Positive,Positive,4,4,Positive,Positive
890,Positive,Positive,4,4,Positive,Positive
891,Positive,Positive,4,4,Positive,Positive
892,Positive,Positive,2,2,Negative,Negative
893,Negative,Negative,4,4,Positive,Positive
894,Positive,Positive,4,4,Positive,Positive
895,Positive,Positive,3,3,Neutral,Neutral
896,Positive,Positive,1,1,Negative,Negative
897,Negative,Negative,5,5,Positive,Positive
898,Positive,Positive,4,4,Positive,Positive
899,Positive,Positive,1,1,Negative,Negative
900,Positive,Positive,5,5,Positive,Positive
901,Positive,Positive,5,5,Positive,Positive
902,Positive,Positive,5,5,Positive,Positive
903,Negative,Negative,2,4,Negative,Positive
904,Positive,Positive,5,5,Positive,Positive
905,Positive,Positive,5,5,Positive,Positive
906,Positive,Positive,5,5,Positive,Positive
907,Positive,Positive,4,4,Positive,Positive
908,Positive,Positive,5,5,Positive,Positive
909,Positive,Positive,5,5,Positive,Positive
910,Positive,Positive,5,5,Positive,Positive
911,Negative,Negative,4,3,Positive,Neutral
912,Positive,Positive,4,4,Positive,Positive
913,Positive,Positive,5,5,Positive,Positive
914,Negative,Negative,3,3,Neutral,Neutral
915,Positive,Positive,4,4,Positive,Positive
916,Negative,Negative,1,1,Negative,Negative
917,Positive,Positive,4,4,Positive,Positive
918,Positive,Positive,5,5,Positive,Positive
919,Positive,Positive,5,5,Positive,Positive
920,Positive,Positive,5,4,Positive,Positive
921,Positive,Positive,5,5,Positive,Positive
922,Positive,Positive,4,4,Positive,Positive
923,Positive,Positive,4,5,Positive,Positive
924,Negative,Negative,3,3,Neutral,Neutral
925,Positive,Positive,5,5,Positive,Positive
926,Negative,Negative,4,4,Positive,Positive
927,Positive,Positive,5,5,Positive,Positive
928,Positive,Positive,5,5,Positive,Positive
929,Positive,Positive,5,5,Positive,Positive
930,Positive,Positive,5,5,Positive,Positive
931,Positive,Positive,4,4,Positive,Positive
932,Positive,Positive,5,5,Positive,Positive
933,Neutral,Neutral,5,5,Positive,Positive
934,Negative,Negative,2,2,Negative,Negative
935,Negative,Negative,1,1,Negative,Negative
936,Positive,Positive,4,4,Positive,Positive
937,Negative,Negative,4,4,Positive,Positive
938,Positive,Positive,5,5,Positive,Positive
939,Positive,Positive,3,3,Neutral,Neutral
940,Positive,Positive,5,5,Positive,Positive
941,Negative,Negative,2,2,Negative,Negative
942,Positive,Positive,3,3,Neutral,Neutral
943,Positive,Positive,5,5,Positive,Positive
944,Positive,Positive,5,5,Positive,Positive
945,Positive,Positive,5,5,Positive,Positive
946,Positive,Positive,5,5,Positive,Positive
947,Negative,Negative,2,2,Negative,Negative
948,Positive,Positive,4,4,Positive,Positive
949,Positive,Positive,5,5,Positive,Positive
950,Positive,Positive,4,5,Positive,Positive
951,Positive,Positive,3,3,Neutral,Neutral
952,Negative,Negative,4,4,Positive,Positive
953,Negative,Negative,5,5,Positive,Positive
954,Positive,Positive,5,5,Positive,Positive
955,Positive,Positive,4,5,Positive,Positive
956,Positive,Positive,5,5,Positive,Positive
957,Positive,Positive,5,5,Positive,Positive
958,Negative,Negative,1,1,Negative,Negative
959,Positive,Positive,4,4,Positive,Positive
960,Positive,Positive,4,4,Positive,Positive
961,Positive,Positive,5,5,Positive,Positive
962,Positive,Positive,5,5,Positive,Positive
963,Positive,Positive,5,5,Positive,Positive
964,Positive,Positive,5,5,Positive,Positive
965,Positive,Positive,5,5,Positive,Positive
966,Positive,Positive,5,5,Positive,Positive
967,Positive,Positive,3,3,Neutral,Neutral
968,Positive,Positive,3,3,Neutral,Neutral
969,Positive,Positive,4,4,Positive,Positive
970,Positive,Negative,2,2,Negative,Negative
971,Positive,Positive,5,5,Positive,Positive
972,Positive,Negative,2,2,Negative,Negative
973,Positive,Positive,2,2,Negative,Negative
974,Positive,Positive,3,2,Neutral,Negative
975,Negative,Negative,1,1,Negative,Negative
976,Positive,Positive,5,5,Positive,Positive
977,Positive,Negative,3,2,Neutral,Negative
978,Negative,Negative,3,2,Neutral,Negative
979,Positive,Positive,5,5,Positive,Positive
980,Positive,Positive,5,5,Positive,Positive
981,Positive,Positive,3,3,Neutral,Neutral
982,Positive,Positive,5,5,Positive,Positive
983,Positive,Positive,5,5,Positive,Positive
984,Neutral,Neutral,3,3,Neutral,Neutral
985,Negative,Negative,1,1,Negative,Negative
986,Positive,Positive,1,1,Negative,Negative
987,Positive,Positive,5,5,Positive,Positive
988,Negative,Negative,4,4,Positive,Positive
989,Positive,Positive,4,4,Positive,Positive
990,Positive,Positive,4,4,Positive,Positive
991,Positive,Positive,5,5,Positive,Positive
992,Positive,Positive,5,5,Positive,Positive
993,Negative,Negative,1,1,Negative,Negative
994,Positive,Positive,5,5,Positive,Positive
995,Positive,Positive,4,4,Positive,Positive
996,Positive,Positive,5,5,Positive,Positive
997,Positive,Positive,5,5,Positive,Positive
998,Positive,Positive,5,5,Positive,Positive
999,Negative,Negative,1,4,Negative,Positive
1000,Positive,Positive,5,5,Positive,Positive
1001,Positive,Positive,3,3,Neutral,Neutral
1002,Positive,Negative,1,1,Negative,Negative
1003,Positive,Positive,3,3,Neutral,Neutral
1004,Positive,Positive,5,5,Positive,Positive
1005,Positive,Positive,5,5,Positive,Positive
1006,Positive,Positive,4,3,Positive,Neutral
1007,Positive,Positive,5,5,Positive,Positive
1008,Positive,Positive,3,3,Neutral,Neutral
1009,Negative,Negative,2,2,Negative,Negative
1010,Negative,Positive,3,3,Neutral,Neutral
1011,Negative,Negative,4,5,Positive,Positive
1012,Positive,Positive,1,2,Negative,Negative
1013,Negative,Negative,1,1,Negative,Negative
1014,Positive,Positive,5,5,Positive,Positive
1015,Positive,Positive,3,3,Neutral,Neutral
1016,Positive,Positive,4,5,Positive,Positive
1017,Positive,Positive,5,5,Positive,Positive
1018,Positive,Positive,5,5,Positive,Positive
1019,Positive,Positive,5,5,Positive,Positive
1020,Negative,Negative,1,1,Negative,Negative
1021,Positive,Positive,4,4,Positive,Positive
1022,Positive,Positive,5,5,Positive,Positive
1023,Positive,Positive,5,5,Positive,Positive
1024,Positive,Positive,4,1,Positive,Negative
1025,Positive,Positive,4,4,Positive,Positive
1026,Positive,Positive,5,5,Positive,Positive
1027,Positive,Positive,5,5,Positive,Positive
1028,Negative,Negative,1,1,Negative,Negative
